1250	1	0
1250	2	1
1250	3	2
1250	4	3
1250	5	4
1250	6	5
1250	7	6
1250	8	7
1250	9	8
1250	10	9
1251	1	10
1251	2	11
1251	3	12
1251	4	13
1251	5	14
1251	6	15
1251	7	16
1251	8	17
1251	9	18
1251	10	19
1252	1	20
1252	2	21
1252	3	22
1252	4	23
1252	5	24
1252	6	25
1252	7	26
1252	8	27
1252	9	28
1252	10	29
1253	1	30
1253	2	31
1253	3	32
1253	4	33
1253	5	34
1253	6	35
1253	7	36
1253	8	37
1253	9	38
1253	10	39
1254	4	40
1255	1	41
1255	2	42
1255	3	43
1255	4	44
1255	5	45
1255	6	46
1255	7	47
1255	8	48
1255	9	49
1255	10	50
1256	1	51
1256	2	52
1256	3	53
1256	4	54
1256	5	55
1256	6	56
1256	7	57
1256	8	58
1256	9	59
1256	10	60
1257	1	61
1257	2	62
1257	3	63
1257	4	64
1257	5	65
1257	6	66
1257	7	67
1257	8	68
1257	9	69
1257	10	70
1258	1	71
1258	2	72
1258	3	73
1258	4	74
1258	5	75
1258	6	76
1258	7	77
1258	8	78
1258	9	79
1258	10	80
1259	1	81
1259	2	82
1259	3	83
1259	4	84
1259	5	85
1259	6	86
1259	7	87
1259	8	88
1259	9	89
1259	10	90
1260	1	91
1260	2	92
1260	3	93
1260	4	94
1260	5	95
1260	6	96
1260	7	97
1260	8	98
1260	9	99
1260	10	100
1261	1	101
1261	2	102
1261	3	103
1261	4	104
1261	5	105
1261	6	106
1261	7	107
1261	8	108
1261	9	109
1261	10	110
1262	1	111
1262	2	112
1262	3	113
1262	4	114
1262	5	115
1262	6	116
1262	7	117
1262	8	118
1262	9	119
1262	10	120
1263	1	121
1263	2	122
1263	3	123
1263	4	124
1263	5	125
1263	6	126
1263	7	127
1263	8	128
1263	9	129
1263	10	130
1264	1	131
1264	2	132
1264	3	133
1264	4	134
1264	5	135
1264	6	136
1264	7	137
1264	8	138
1264	9	139
1264	10	140
1265	1	141
1265	2	142
1265	3	143
1265	4	144
1265	5	145
1265	6	146
1265	7	147
1265	8	148
1265	9	149
1265	10	150
