1107	7	0
1107	8	1
1107	9	2
1107	10	3
1108	1	4
1108	2	5
1108	3	6
1108	4	7
1108	5	8
1108	6	9
1108	7	10
1108	8	11
1108	9	12
1108	10	13
1109	1	14
1109	2	15
1109	3	16
1109	4	17
1109	5	18
1109	6	19
1109	7	20
1109	8	21
1109	9	22
1109	10	23
1110	9	24
1111	1	25
1111	2	26
1111	3	27
1111	4	28
1111	5	29
1111	6	30
1111	7	31
1111	8	32
1111	9	33
1111	10	34
1112	1	35
1112	2	36
1112	3	37
1112	4	38
1112	5	39
1112	6	40
1112	7	41
1112	8	42
1112	9	43
1112	10	44
1113	1	45
1113	2	46
1113	3	47
1113	4	48
1113	5	49
1113	6	50
1113	7	51
1113	8	52
1113	9	53
1113	10	54
1114	1	55
1114	2	56
1114	3	57
1114	4	58
1114	5	59
1114	6	60
1114	7	61
1114	8	62
1114	9	63
1114	10	64
1115	1	65
1115	2	66
1115	3	67
1115	4	68
1115	5	69
1115	6	70
1115	7	71
1115	8	72
1115	9	73
1115	10	74
1116	1	75
1116	2	76
1116	3	77
1116	4	78
1116	5	79
1116	6	80
1116	7	81
1116	8	82
1116	9	83
1116	10	84
1117	1	85
1117	2	86
1117	3	87
1117	4	88
1117	5	89
1117	6	90
1117	7	91
1117	8	92
1117	9	93
1117	10	94
1118	1	95
1118	2	96
1118	3	97
1118	4	98
1118	5	99
1118	6	100
1118	7	101
1118	8	102
1118	9	103
1118	10	104
1119	1	105
1119	2	106
1119	3	107
1119	4	108
1119	5	109
1119	6	110
1119	7	111
1119	8	112
1119	9	113
1119	10	114
1120	1	115
1120	2	116
1120	3	117
1120	4	118
1120	5	119
1120	6	120
1120	7	121
1120	8	122
1120	9	123
1120	10	124
1121	1	125
1121	2	126
1121	3	127
1121	4	128
1121	5	129
1121	6	130
1121	7	131
1121	8	132
1121	9	133
1121	10	134
1122	1	135
1122	2	136
1122	3	137
1122	4	138
1122	5	139
1122	6	140
1122	7	141
1122	8	142
1122	9	143
1122	10	144
1123	1	145
1123	2	146
1123	3	147
1123	4	148
1123	5	149
1123	6	150
1123	7	151
1123	8	152
1123	9	153
1123	10	154
1124	1	155
1124	2	156
1124	3	157
1124	4	158
1124	5	159
1124	6	160
1124	7	161
1124	8	162
1124	9	163
1124	10	164
1125	1	165
1125	2	166
1125	3	167
1125	4	168
1125	5	169
1125	6	170
1125	7	171
1125	8	172
1125	9	173
1125	10	174
1126	1	175
1126	2	176
1126	3	177
1126	4	178
1126	5	179
1126	6	180
1126	7	181
1126	8	182
1126	9	183
1126	10	184
1127	1	185
1127	2	186
1127	3	187
1127	4	188
1127	5	189
1127	6	190
1127	7	191
1127	8	192
1127	9	193
1127	10	194
1128	1	195
1128	2	196
1128	3	197
1128	4	198
1128	5	199
1128	6	200
1128	7	201
1128	8	202
1128	9	203
1129	1	204
1129	2	205
1129	3	206
1129	4	207
1129	5	208
1129	6	209
1129	7	210
1129	8	211
1129	9	212
1129	10	213
1130	1	214
1130	2	215
1130	3	216
1130	4	217
1130	5	218
1130	6	219
1130	7	220
1130	8	221
1130	9	222
1130	10	223
1131	1	224
1131	2	225
1131	3	226
1131	4	227
1131	5	228
1131	6	229
1131	7	230
1131	8	231
1131	9	232
1131	10	233
1132	1	234
1132	2	235
1132	3	236
1132	4	237
1132	5	238
1132	6	239
1132	7	240
1132	8	241
1132	9	242
1132	10	243
1133	1	244
1133	2	245
1133	3	246
1133	4	247
1133	5	248
1133	6	249
1133	7	250
1133	8	251
1133	9	252
1133	10	253
1134	1	254
1134	2	255
1134	3	256
1134	4	257
1134	5	258
1134	6	259
1134	7	260
1134	8	261
1134	9	262
1134	10	263
1135	1	264
1135	2	265
1135	3	266
1135	4	267
1135	5	268
1135	6	269
1135	7	270
1135	8	271
1135	9	272
1135	10	273
1136	1	274
1136	2	275
1136	3	276
1136	4	277
1136	5	278
1136	6	279
1136	7	280
1136	8	281
1136	9	282
1136	10	283
1137	1	284
1137	2	285
1137	3	286
1137	4	287
1137	5	288
1137	6	289
1137	7	290
1137	8	291
1137	9	292
1137	10	293
1138	3	294
1138	4	295
1138	9	296
1139	9	297
1140	1	298
1140	2	299
1140	3	300
1140	4	301
1140	5	302
1140	6	303
1140	7	304
1140	8	305
1140	9	306
1140	10	307
1141	1	308
1141	2	309
1141	3	310
1141	4	311
1141	5	312
1141	6	313
1141	7	314
1141	8	315
1141	9	316
1141	10	317
1142	1	318
1142	2	319
1142	3	320
1142	4	321
1142	5	322
1142	6	323
1142	7	324
1142	8	325
1142	9	326
1142	10	327
1143	1	328
1143	2	329
1143	3	330
1143	4	331
1143	5	332
1143	6	333
1143	7	334
1143	8	335
1143	9	336
1143	10	337
1144	1	338
1144	2	339
1144	3	340
1144	4	341
1144	5	342
1144	6	343
1144	7	344
1144	8	345
1144	9	346
1144	10	347
1145	1	348
1145	2	349
1145	3	350
1145	4	351
1145	5	352
1145	6	353
1145	7	354
1145	8	355
1145	9	356
1145	10	357
1146	1	358
1146	2	359
1146	3	360
1146	4	361
