1308	0
1309	1
1310	2
1311	3
1312	4
1313	5
1314	6
1315	7
1316	8
1317	9
1318	10
1319	11
1320	12
1321	13
1322	14
1323	15
1324	16
1325	17
1326	18
1327	19
1328	20
1329	21
1330	22
1331	23
1332	24
1333	25
1334	26
1335	27
1336	28
1337	29
1338	30
1339	31
1340	32
1341	33
1342	34
1343	35
1344	36
1345	37
1346	38
1347	39
1348	40
1349	41
1350	42
1351	43
1352	44
1353	45
1354	46
1355	47
1356	48
1357	49
1358	50
1359	51
1360	52
1361	53
1362	54
1363	55
1364	56
1365	57
1366	58
1367	59
1368	60
1369	61
1370	62
1371	63
1372	64
1373	65
1374	66
1375	67
1376	68
1377	69
1378	70
1379	71
1380	72
1381	73
1382	74
1383	75
1384	76
1385	77
1386	78
1387	79
1388	80
1389	81
1390	82
1391	83
1392	84
1393	85
1394	86
1395	87
1396	88
1397	89
1398	90
1399	91
1400	92
1401	93
1402	94
1403	95
1404	96
1405	97
1406	98
1407	99
1408	100
1409	101
1410	102
1411	103
1412	104
1413	105
1414	106
1415	107
1416	108
1417	109
1418	110
1419	111
1420	112
1421	113
1422	114
1423	115
1424	116
1425	117
1426	118
1427	119
1428	120
1429	121
1430	122
1431	123
1432	124
1433	125
1434	126
1435	127
1436	128
1437	129
1438	130
1439	131
1440	132
1441	133
1442	134
1443	135
1444	136
1445	137
1446	138
1447	139
1448	140
1449	141
1450	142
1451	143
1452	144
1453	145
1454	146
1455	147
1456	148
1457	149
1458	150
1459	151
1460	152
1461	153
1462	154
1463	155
1464	156
1465	157
1466	158
1467	159
1468	160
1469	161
1470	162
1471	163
1472	164
1473	165
1474	166
1475	167
1476	168
1477	169
1478	170
1479	171
1480	172
1481	173
1482	174
1483	175
1484	176
1485	177
1486	178
1487	179
1488	180
1489	181
1490	182
1491	183
1492	184
1493	185
1494	186
1495	187
1496	188
1497	189
1498	190
1499	191
1500	192
1501	193
1502	194
1503	195
1504	196
1505	197
1506	198
1507	199
1508	200
1509	201
1510	202
1511	203
1512	204
1513	205
1514	206
1515	207
1516	208
1517	209
1518	210
1519	211
1520	212
1521	213
1522	214
1523	215
1524	216
1525	217
1526	218
1527	219
1528	220
1529	221
1530	222
1531	223
1532	224
1533	225
1534	226
1535	227
1536	228
1537	229
1538	230
1539	231
1540	232
1541	233
1542	234
1543	235
1544	236
1545	237
1546	238
1547	239
1548	240
1549	241
1550	242
1551	243
1552	244
1553	245
1554	246
1555	247
1556	248
1557	249
1558	250
1559	251
1560	252
1561	253
1562	254
1563	255
1564	256
1565	257
1566	258
1567	259
1568	260
1569	261
1570	262
1571	263
1572	264
1573	265
1574	266
1575	267
1576	268
1577	269
1578	270
1579	271
